nummer,naam stier,gebjr,run nummer,basis,kicode,owner,base,rel NVI,NVI,source production,rel Inet,dochters productie,milk,fat,protein,lactose,rel milk,rel fat,rel prot,rel lact,source dmi,daughters dmi,rel dmi direct,rel dmi incl voorspellers,rel bvo,rel bvk,dmi direct,dmi incl voorspellers,FSM,FSCM,bvo obv selectieindex,rel bvo new,diff bvo
HOLNLDM000661866289,DELTA HERACLES,2015,241,1,941611,CO60,2024HC,95,18,E,99,535,-568,22,5,-28,99,99,99,99,E,1,44,75,59,59,-10,37,-10,-10,-24,59,14
HOLDEUM000121740596,PG SV TRACER,2014,241,1,769379,IM90,2024HC,82,3,E,90,47,869,-10,17,33,93,92,90,92,E,0,48,74,56,56,27,46,-20,-19,-15,56,-5
HOLDNKM000000254946,VH PREBEN,2011,241,1,767432,IM65,2024HC,83,-83,J,87,0,-360,-23,-14,-21,90,89,87,88,J,0,51,75,56,56,-51,-87,6,6,13,56,-7
HOLUSAM003224228188,LA-CA-DE-LE CWY ICE 8778,2020,241,1,942759,CO60,2024HC,69,116,G,75,0,259,97,33,4,82,80,75,75,G,0,47,72,50,50,48,188,53,51,8,50,45
HOLUSAM003134106782,MATCREST ZEPPELIN,2016,241,1,941883,CO60,2024HC,81,1,J,85,0,615,-16,12,25,89,87,85,87,J,0,48,74,54,54,-5,4,-3,-3,2,54,-5
HOLNLDM000871659217,APINA NUGGET,2014,241,1,941415,CO60,2024HC,95,16,E,99,463,994,21,41,47,99,99,99,99,E,0,56,78,63,63,92,84,44,43,12,63,32
HOLDEUM000361907418,CORNETTO,2020,241,1,785374,IM74,2024HC,72,281,G,78,0,1288,48,50,62,84,82,78,77,G,0,47,73,51,51,-36,113,93,90,53,51,40
HOLDEUM000540130080,WILDER INTRO,2018,241,1,781976,IM74,2024HC,83,154,J,90,0,548,54,31,21,92,91,90,89,J,0,48,75,57,57,30,149,15,15,-11,57,26
HOLFRAM004939507891,REFLEX P,2020,241,1,783390,,2024HC,72,166,G,78,0,714,24,20,36,84,82,78,77,G,0,48,73,51,51,17,71,31,30,16,51,15
HOLNLDM000521135830,DELTA AUCKLAND,2008,241,1,978847,CO60,2024HC,93,-63,E,98,242,-374,-28,-25,-19,98,98,98,98,E,0,58,78,63,63,29,-14,-87,-84,-51,63,-36
HOLNLDM000571956755,MONROY,2016,241,1,780506,IM03,2024HC,81,40,G,88,0,782,32,21,33,91,91,88,91,G,0,48,74,56,56,95,129,-12,-12,-22,56,10
HOLUSAM003224956216,PEAK SORTUDO,2021,241,1,942683,CO60,2024HC,73,123,G,79,0,2016,105,70,95,85,83,79,78,G,0,48,73,52,52,207,354,21,20,-15,52,36
HOLNLDM000441309920,BARNKAMPER NEVILLE,2006,241,1,977981,CO60,2024HC,91,-101,E,97,179,-783,-21,-33,-26,97,97,97,97,E,0,54,77,61,61,-63,-138,37,36,48,61,-11
HOLNLDM000610419962,DOUBLE W MS EUSEBIO,2011,241,1,940624,CO60,2024HC,96,-146,E,99,1889,220,-25,-4,5,99,99,99,99,E,7,66,81,67,67,-28,-12,-40,-39,-24,67,-16
HOLNLDM000930896050,FEITHENHOF JERRY,2012,241,1,941029,CO60,2024HC,90,-25,E,96,149,406,-6,23,9,97,97,96,97,E,0,51,76,60,60,-93,-16,36,35,17,60,19
HOLNLDM000490561687,BIG SUPERTRAMP,2007,241,1,978709,CO60,2024HC,91,-292,E,97,196,-776,-22,-33,-38,97,97,97,97,E,0,55,77,61,61,-4,-74,-40,-39,-13,61,-27
HOLNLDM000641159099,DELTA DEVELOPER,2019,241,1,942380,CO60,2024HC,81,160,G,86,0,-44,78,36,-15,90,90,86,89,G,0,51,75,56,56,120,258,-70,-68,-86,56,16
HOLUSAM003124720335,SEAGULL-BAY SS AVENGER-P,2014,241,1,769191,KI56,2024HC,75,3,D,81,16,-717,5,-21,-20,84,84,81,84,D,1,44,72,51,51,3,-23,-6,-6,-4,51,-2
HOLUSAM003124584893,S-S-I MODERN MILLER-P,2014,241,1,769383,IM52,2024HC,92,112,D,98,429,1631,39,41,80,98,98,98,98,D,1,40,74,58,58,9,160,34,33,4,58,30
HOLNLDM000931310823,DELTA RIANTO,2018,241,1,942218,CO60,2024HC,89,96,E,93,801,-167,13,11,-11,95,95,93,95,E,0,55,77,60,60,51,56,-27,-26,-30,60,3
HOLNLDM000870509524,DELTA BUILDER P,2017,241,1,942041,CO60,2024HC,93,80,E,97,1097,-154,34,5,-2,98,98,97,98,E,6,60,79,64,64,88,137,-63,-61,-60,64,-3
HOLNLDM000591133789,DELTA TROOPER PP,2022,241,1,942860,CO60,2024HC,70,173,G,76,0,63,66,21,12,82,81,76,75,G,0,48,73,51,51,124,204,-34,-33,-42,51,8
HOLNLDM000660281847,POPPE FERDI,2014,241,1,39779,KI39,2024HC,96,-63,E,99,2468,-312,-23,-2,-11,99,99,99,99,E,0,49,76,61,61,-37,-12,-48,-47,-33,61,-15
HOLDEUM000541082325,THI SHOUT RDC,2021,241,1,783875,IM74,2024HC,69,291,G,75,0,1319,53,45,59,82,81,75,75,G,0,47,72,50,50,20,101,108,105,62,50,46
HOLDNKM000000256637,SVEND,2013,241,1,768149,IM03,2024HC,87,19,E,94,123,11,-21,16,-4,95,95,94,95,E,0,54,77,60,60,111,-25,-5,-5,-6,60,1
HOLNLDM000530514745,NEWHOUSE ARNOUD,2009,241,1,940105,CO60,2024HC,78,-188,G,83,0,221,-17,-17,1,87,86,83,80,G,0,55,76,56,56,-52,-8,-45,-44,-28,56,-17
HOLBELM000213107823,DELTA WATERLOO,2016,241,1,941903,CO60,2024HC,95,69,E,99,1134,-547,-9,-12,-21,99,99,99,99,E,3,54,77,62,62,32,-62,12,12,16,62,-4
HOLNLDM000571956748,HEIDENSKIPSTER SANTANA,2016,241,1,780311,IM90,2024HC,87,89,E,94,91,998,36,19,50,95,95,94,95,E,0,52,76,59,59,24,80,58,56,33,59,25
HOLNLDM000731321012,SUNFIRE,2012,241,1,39693,KI39,2024HC,90,-69,E,96,168,-548,-36,-24,-17,97,97,96,97,E,0,52,76,60,60,-147,-118,3,3,22,60,-19
HOLDEUM000541704548,RUW MAIL P,2021,241,1,784600,IM74,2024HC,69,197,G,76,0,1280,40,47,64,83,81,76,76,G,0,47,72,50,50,143,231,-43,-42,-40,50,-3
HOLNLDM000681815388,POPPE FEEL GOOD,2017,241,1,39928,KI39,2024HC,84,69,E,91,112,259,26,19,3,93,93,91,93,E,0,49,75,57,57,35,67,10,10,-7,57,17
HOLNLDM000731121760,SNOWY PLANET,2012,241,1,39729,KI39,2024HC,91,-36,E,97,201,149,0,-1,-4,97,97,97,97,E,0,52,76,60,60,-10,-20,16,16,12,60,4
HOLNLDM000531128787,SIOUX SKYLINE,2009,241,1,940298,CO60,2024HC,78,-140,G,83,0,97,-13,-2,-3,88,86,83,81,G,0,51,74,54,54,65,27,-59,-57,-39,54,-20
HOLNLDM000391331006,ASTRAKAN HARPER,2005,241,1,977171,CO60,2024HC,89,-89,E,95,105,397,-30,-13,20,96,96,95,96,E,0,55,77,61,61,-114,-116,57,55,61,61,-4
HOLDNKM000000259288,VH BERNELL BILDE,2016,241,1,782978,IM65,2024HC,81,112,J,86,0,406,12,-3,19,90,89,86,88,J,0,49,74,55,55,-102,-74,112,109,81,55,31
HOLDEUM000121814251,SYLVERT,2015,241,1,780030,IM03,2024HC,88,68,E,93,88,1021,24,25,52,95,95,93,95,E,0,52,76,59,59,127,141,-20,-19,-26,59,6
HOLUSAM003224437560,KINGS-RANSOM R DYNORAMA,2021,241,1,942798,CO60,2024HC,67,216,G,73,0,895,90,46,43,80,79,73,73,G,0,47,72,50,50,78,236,37,36,3,50,34
HOLNLDM000431424910,DELTA LLOYD,2005,241,1,977693,CO60,2024HC,90,-162,E,96,147,-928,-15,-27,-43,97,97,96,97,E,0,54,77,61,61,-1,-81,-16,-16,-1,61,-15
HOLNLDM000741029645,OOSTERZICHT MEDALIST,2012,241,1,940827,CO60,2024HC,91,-10,E,97,201,-621,-3,-7,-36,98,97,97,97,E,1,46,75,59,59,-45,-27,-18,-17,-15,59,-3
HOLNLDM000611978969,DELTA DERNY,2022,241,1,942965,CO60,2024HC,70,239,G,76,0,1446,64,55,81,83,81,76,76,G,0,49,73,51,51,32,241,20,19,-1,51,21
HOLNLDM000881052534,TERBEEK GERONIMO,2012,241,1,940994,CO60,2024HC,91,-122,E,97,201,241,-1,6,14,97,97,97,97,E,0,53,77,61,61,9,31,-15,-15,-12,61,-3
HOLNLDM000482668033,EASTLAND TEXAS,2007,241,1,978669,CO60,2024HC,90,-128,E,96,154,-1605,-47,-52,-73,97,97,96,97,E,0,53,77,61,61,-192,-298,82,80,92,61,-10
HOLDEUM000362322939,WEH BASLAN ET,2019,241,1,783159,IM03,2024HC,69,193,G,75,0,1539,41,42,75,82,80,75,75,G,0,47,72,50,50,39,153,41,40,20,50,21
HOLNLDM000931432709,BWN DANNO CHIEF,2014,241,1,768815,IM03,2024HC,96,124,E,99,3481,-286,2,-9,-11,99,99,99,99,E,0,59,79,64,64,31,31,-46,-45,-33,64,-13
HOLUSAM003214324443,LADYS-MANOR TIDES-OUT,2021,241,1,942690,CO60,2024HC,67,256,G,73,0,1669,78,64,82,81,79,73,74,G,0,47,72,50,50,-30,175,126,122,69,50,57
HOLNLDM000431468785,DELTA MAINFRAME,2006,241,1,977751,CO60,2024HC,89,-243,E,95,118,-1044,-87,-48,-48,96,96,95,96,E,0,51,76,59,59,-217,-324,50,49,79,59,-29
HOLNLDM000431424592,DELTA KAMERIK,2005,241,1,977398,CO60,2024HC,90,-191,E,96,165,-1231,-57,-38,-65,97,97,96,97,E,0,54,77,61,61,-196,-266,51,49,64,61,-13
HOLDEUM000771017366,SIRE PP,2020,241,1,785052,KI34,2024HC,70,150,G,76,0,1077,36,33,54,83,82,76,76,G,0,47,73,51,51,74,187,-31,-30,-30,51,-1
HOLNLDM000652767120,DELTA ESTEEM,2018,241,1,942187,CO60,2024HC,78,157,G,84,0,-629,49,10,-22,88,87,84,81,G,0,56,76,56,56,-44,-29,123,119,76,56,47
HOLNLDM000871458575,KOSSINKHOEVE INOLA,2013,241,1,768690,IM53,2024HC,89,60,E,95,108,340,-19,-10,35,96,96,95,96,E,0,48,75,58,58,-63,-20,0,0,16,58,-16
HOLCANM000013712919,PROGENESIS MONTEVERDI,2020,241,1,783500,IM75,2024HC,70,244,J,77,0,1012,75,37,47,82,81,77,83,J,0,47,72,51,51,134,219,17,16,-12,51,29
HOLDNKM000000258853,ESTADOR,2016,241,1,781002,IM03,2024HC,78,102,J,86,0,1028,40,32,40,89,88,86,88,J,0,49,74,55,55,131,167,-15,-15,-27,55,12
HOLUSAM003215069834,PINE-TREE YAMCHA,2020,241,1,942531,CO60,2024HC,70,245,G,76,0,1109,62,35,50,83,81,76,76,G,0,47,72,50,50,84,166,43,42,13,50,30
HOLNLDM000721115746,DELTA LANDSTAR,2021,241,1,942707,CO60,2024HC,72,223,G,78,0,151,90,41,14,84,83,78,77,G,0,49,73,52,52,182,295,-52,-50,-64,52,12
HOLUSAM003134506647,SIEMERS MODESTY HAIL,2016,241,1,780521,IM52,2024HC,92,56,E,97,310,-282,-8,-5,-3,97,97,97,97,E,0,48,76,60,60,-28,-108,83,81,69,60,14
HOLUSAM003135087031,SABER,2015,241,1,780343,IM03,2024HC,81,113,E,89,48,1221,5,40,76,92,92,89,92,E,0,48,74,56,56,56,119,-1,-1,-8,56,7
HOLNLDM000741522694,BEEZE RED HOT ALROY,2021,241,1,391044,KI39,2024HC,72,137,G,78,0,939,62,43,49,84,83,78,77,G,0,47,73,52,52,59,201,16,16,-6,52,22
HOLUSAM003205027117,MAPLEHURST BANNER,2019,241,1,942265,CO60,2024HC,74,131,J,82,0,1740,70,51,85,87,86,82,86,J,0,47,73,53,53,82,297,-24,-23,-42,53,18
HOLUSAM000073508041,DG KINGBOY SNIPER,2015,241,1,769018,IM90,2024HC,86,108,E,93,59,1082,-10,10,47,95,94,93,94,E,0,48,75,58,58,80,88,-58,-56,-39,58,-19
HOLUSAM003144882592,SIEMERS LAMBDA HANIKO,2017,241,1,781205,IM90,2024HC,78,16,E,85,26,21,24,13,15,89,88,85,88,E,0,47,74,55,55,114,158,-81,-79,-68,55,-13
HOLNLDM000531339752,DELTA GIANT,2010,241,1,940213,CO60,2024HC,90,-27,E,96,144,1346,-2,25,59,97,97,96,97,E,0,55,77,61,61,80,62,11,11,5,61,6
HOLDEUM000361986025,KNS GEORGIO PP,2020,241,1,942532,CO60,2024HC,71,175,G,77,0,1755,63,61,81,83,82,77,76,G,0,48,73,51,51,152,237,29,28,5,51,24
HOLDEUM000541150862,ASTROBOY ET,2020,241,1,783191,IM03,2024HC,72,219,G,78,0,1105,83,42,47,84,83,78,77,G,0,47,73,52,52,56,214,44,43,7,52,37
HOLNLDM000431320492,DELTA KINGSTON,2005,241,1,977483,CO60,2024HC,90,-204,E,96,134,-559,-44,-32,-29,97,96,96,96,E,0,51,76,59,59,-23,-146,-5,-5,20,59,-25
HOLNLDM000692627105,DELTA GLORY,2022,241,1,942832,CO60,2024HC,70,296,G,76,0,1928,82,74,99,83,81,76,76,G,0,50,73,51,51,141,308,26,25,-1,51,27
HOLCANM000013025326,SATURN,2018,241,1,782042,IM74,2024HC,78,125,J,87,0,1039,67,25,48,90,89,87,88,J,0,49,74,55,55,51,146,61,59,23,55,38
HOLNLDM000431424857,DELTA LOGIC,2005,241,1,977668,CO60,2024HC,90,-205,E,96,151,-333,-39,-32,-33,97,97,96,97,E,0,54,77,61,61,14,-146,2,2,24,61,-22
HOLNLDM000672611861,LOWLANDS SKYLANDER,2014,241,1,941527,CO60,2024HC,93,-97,E,98,344,-1007,-36,-15,-41,98,98,98,98,E,0,51,76,60,60,4,-55,-71,-69,-45,60,-26
HOLBELM000114363158,DELTA HERBY,2019,241,1,942482,CO60,2024HC,75,195,G,81,0,-219,21,17,0,86,85,81,79,G,0,48,73,52,52,-21,28,34,33,17,52,17
HOLNLDM000872917938,BARNKAMPER TOTILLAS,2013,241,1,941156,CO60,2024HC,90,-112,E,95,128,500,12,-4,17,96,96,95,96,E,1,52,76,59,59,99,28,7,7,7,59,0
HOLNLDM000682613550,KOEPON RETREAT,2019,241,1,942361,CO60,2024HC,81,183,E,87,306,11,88,37,0,91,91,87,90,E,0,47,74,55,55,111,255,-32,-31,-62,55,30
HOLDEUM000362322855,WEH FORESTER,2020,241,1,783694,IM03,2024HC,71,188,G,77,0,1552,61,50,68,83,82,77,76,G,0,47,72,50,50,112,253,-14,-14,-27,50,13
HOLNLDM000472824795,DELTA PODIUM,2007,241,1,978177,CO60,2024HC,79,-338,G,83,0,-1125,-93,-46,-62,88,87,83,81,G,0,55,76,56,56,-111,-253,-43,-42,-6,56,-37
HOLCANM000012192430,SILVERRIDGE V EUCLID,2015,241,1,769405,IM75,2024HC,84,76,E,90,28,899,26,6,39,93,92,90,93,E,0,52,76,58,58,72,124,-30,-29,-27,58,-3
HOLNLDM000472786471,BONHILL MECANIC,2007,241,1,36716,KI36,2024HC,87,-148,D,95,163,-115,-31,-30,-3,96,96,95,96,D,1,46,74,57,57,-154,-148,49,48,62,57,-13
HOLUSAM003135087254,S-S-I TOG REAVES,2016,241,1,941867,CO60,2024HC,74,-3,G,79,0,-305,0,-18,-20,85,83,79,78,G,0,48,73,52,52,-37,-100,64,62,45,52,19
HOLNLDM000942717819,DELTA SECURITY P,2023,241,1,943037,CO60,2024HC,69,371,G,75,0,1380,61,59,80,82,81,75,75,G,0,48,73,51,51,-38,131,127,123,76,51,51
HOLNLDM000482191933,DELTA SEVERIN,2007,241,1,978613,CO60,2024HC,79,-245,G,84,0,-424,-61,-30,-34,88,87,84,81,G,0,50,74,54,54,-24,-176,-12,-12,11,54,-23
HOLDEUM000362537676,THEODOR,2020,241,1,783223,IM90,2024HC,70,205,G,76,0,1513,37,43,68,83,81,76,76,G,0,47,72,50,50,3,137,44,43,22,50,22
HOLNLDM000612994980,HET MEER SUNNY DREAM,2014,241,1,39788,KI39,2024HC,93,-19,E,98,569,-320,24,7,-19,99,99,98,99,E,0,51,76,61,61,57,85,-44,-43,-50,61,6
HOLNLDM000892757950,DELTA SCRIPT PP,2022,241,1,942892,CO60,2024HC,69,148,G,75,0,1042,65,50,54,82,80,75,75,G,0,48,72,50,50,179,271,-36,-35,-42,50,6
HOLNLDM000442123523,DELTA MORAZAN,2006,241,1,977882,CO60,2024HC,96,-175,E,99,1495,285,-29,7,5,99,99,99,99,E,2,53,77,62,62,-40,-10,-39,-38,-28,62,-11
HOLDEUM000362572955,WSH GORIUS,2019,241,1,783064,IM74,2024HC,72,229,J,79,0,1056,31,27,52,84,83,79,85,J,0,47,73,52,52,0,79,59,57,33,52,26
HOLNLDM000632175000,DELTA STURDY,2018,241,1,942178,CO60,2024HC,93,100,E,96,3044,-104,27,16,-1,97,97,96,97,E,0,56,78,62,62,134,207,-135,-131,-121,62,-14
HOLNLDM000532074094,BUITENEIND EMPIRE,2010,241,1,940407,CO60,2024HC,90,-76,E,96,153,-289,-8,-15,-16,97,97,96,97,E,0,53,77,61,61,28,-6,-40,-39,-24,61,-16
HOLUSAM003235933277,PROGENESIS VIVIFY,2021,241,1,784873,IM75,2024HC,67,313,G,73,0,1398,76,49,69,81,79,73,74,G,0,47,72,50,50,98,254,16,16,-7,50,23
HOLUSAM003135379082,RONJANCO JUMANJI,2019,241,1,942480,CO60,2024HC,72,167,G,78,0,240,74,19,11,84,83,78,77,G,0,47,73,52,52,28,159,25,24,-4,52,29
HOLFRAM002940100254,DGF PSG DE L'AVEL,2021,241,1,784892,IM90,2024HC,70,36,G,76,0,-209,15,2,-16,82,81,76,75,G,0,47,72,50,50,98,123,-103,-100,-77,50,-26
HOLNLDM000482184205,DE BIESHEUVEL SUMMIT,2007,241,1,978762,CO60,2024HC,96,-59,E,99,1484,633,-23,28,25,99,99,99,99,E,0,55,78,63,63,-4,-48,51,49,31,63,20
HOLNLDM000622046493,MARS LAURENT,2014,241,1,769342,IM74,2024HC,92,140,E,97,271,-15,32,26,-6,98,98,97,98,E,9,61,79,64,64,-3,39,50,49,16,64,34
HOLNLDM000712948157,DELTA NOBEL,2017,241,1,941896,CO60,2024HC,94,146,E,98,565,-301,5,3,-15,99,99,98,99,E,0,55,77,62,62,3,82,-81,-79,-71,62,-10
HOLDEUM001402834238,SCULLY,2006,241,1,764786,CO60,2024HC,83,-189,J,90,0,-446,-44,-31,-24,92,91,90,89,J,0,50,75,57,57,-77,-163,18,17,32,57,-14
HOLUSAM003125201993,S-S-I MONTROSS DUKE,2014,241,1,769058,IM52,2024HC,95,86,D,99,974,2089,84,57,88,99,99,99,99,D,1,47,76,61,61,117,297,14,14,-30,61,44
HOLBELM000414947114,KIK VERSTAPPEN,2021,241,1,391042,KI39,2024HC,75,152,G,81,0,815,61,31,35,86,85,81,79,G,0,47,73,52,52,59,165,25,24,-1,52,26
HOLNLDM000492178287,HIMSTER MILLION,2008,241,1,978825,CO60,2024HC,89,-77,E,95,122,965,-28,-3,54,96,96,95,96,E,0,49,76,59,59,-107,-115,100,97,94,59,6
HOLUSAM003145229850,PEAK LUKAKU,2017,241,1,942106,CO60,2024HC,85,204,E,89,106,1189,59,21,74,92,92,89,92,E,0,48,74,56,56,39,167,42,41,15,56,27
HOLNLDM000582468735,DELTA AIRLINE,2014,241,1,941373,CO60,2024HC,93,0,E,98,304,1101,-9,5,74,98,98,98,98,E,1,47,75,59,59,-26,-14,64,62,64,59,0
HOLDEUM000362067925,RH MILKLAND,2019,241,1,783045,IM74,2024HC,72,162,J,79,0,2260,59,53,106,85,84,79,85,J,0,47,73,52,52,148,307,-37,-36,-43,52,6
HOLNLDM000422992547,DELTA TIKONNA,2005,241,1,977523,CO60,2024HC,92,-118,E,97,186,693,5,5,30,98,97,97,97,E,0,56,77,61,61,24,-30,71,69,57,61,14
HOLBELM000114947111,KIK MITCHIE,2021,241,1,391041,KI39,2024HC,75,153,G,81,0,60,59,21,-1,86,85,81,79,G,0,47,73,52,52,91,167,-23,-22,-35,52,12
HOLNLDM000742043552,DELTA FOXTROT P,2010,241,1,940386,CO60,2024HC,94,-118,E,98,381,-936,-18,-26,-40,99,99,98,99,E,8,65,80,66,66,-110,-110,11,11,20,66,-9
HOLUSAM000145143846,DEWGOOD CONDUCTOR,2021,241,1,942622,CO60,2024HC,69,155,G,75,0,893,69,40,42,82,80,75,75,G,0,47,72,50,50,47,147,75,73,34,50,41
HOLNLDM000682548137,DELTA JACOBUS,2017,241,1,941922,CO60,2024HC,96,144,E,99,3051,410,12,9,16,99,99,99,99,E,0,55,78,63,63,88,101,-53,-51,-47,63,-6
HOLBELM000514909809,DG ASTRONAUT,2021,241,1,784565,IM90,2024HC,69,163,G,75,0,693,48,24,39,82,81,75,75,G,0,47,72,50,50,6,103,56,54,26,50,30
HOLIRLM151567450508,BALLYBROOK ASHLING JUSTICE,2006,241,1,766799,CO60,2024HC,53,-190,I,66,0,-1457,-31,-28,-66,75,72,66,69,I,0,22,64,41,41,-82,-281,130,126,89,41,41
HOLDEUM000362850380,SOUND,2020,241,1,783236,VL06,2024HC,71,125,G,77,0,860,17,23,48,84,82,77,77,G,0,48,73,51,51,114,111,-10,-10,-10,51,0
HOLNLDM000562018952,DELTA AMUSE,2019,241,1,942321,CO60,2024HC,82,203,E,88,191,2259,67,64,100,92,91,88,91,E,1,46,74,56,56,59,249,44,43,2,56,42
HOLCANM000013442781,PROGENESIS MAHOMES,2019,241,1,783096,IM75,2024HC,68,248,G,74,0,1311,69,46,62,81,80,74,74,G,0,47,72,50,50,166,275,-29,-28,-37,50,8
HOLDEUM000362989280,RHO POGBA,2021,241,1,784691,IM74,2024HC,69,187,G,74,0,1564,75,65,79,82,80,74,75,G,0,47,72,50,50,146,261,32,31,4,50,28
HOLDEUM000363376939,PRISMAGEN SEAMAN PP,2021,241,1,942591,CO60,2024HC,71,241,G,77,0,1572,62,50,71,83,82,77,76,G,0,48,73,51,51,123,250,-7,-7,-20,51,13
HOLNLDM000872395800,BALOU,2016,241,1,780645,IM90,2024HC,86,103,E,93,81,1371,49,42,67,95,94,93,94,E,0,51,76,59,59,69,186,18,17,-9,59,27
HOLNLDM000712321327,WEGGELHORSTER ASHBURTON,2012,241,1,36927,KI36,2024HC,96,-84,D,99,1880,258,-7,-4,7,99,99,99,99,D,4,50,76,61,61,-73,-32,19,18,21,61,-2
HOLBELM000214267909,DELTA INDIAN,2019,241,1,942392,CO60,2024HC,75,164,G,81,0,682,29,36,37,86,85,81,79,G,0,51,74,53,53,48,114,16,16,3,53,13
HOLNLDM000442479495,SKALSUMER LUROS,2006,241,1,977773,CO60,2024HC,90,-262,E,96,151,468,-37,-16,9,97,96,96,97,E,0,54,77,61,61,37,-67,-19,-18,5,61,-24
HOLFRAM007261004022,EBA LARGO,2015,241,1,769675,IM53,2024HC,79,49,J,85,0,649,27,19,27,89,87,85,87,J,0,48,74,54,54,62,93,7,7,-5,54,12
HOLDEUM000542114601,FORMENTOR,2022,241,1,785436,KI34,2024HC,68,249,G,74,0,1597,72,56,71,81,79,74,74,G,0,47,72,50,50,-12,211,59,57,24,50,35
HOLGBRM000000635723,RIVERDANE ROSES REFLECTION,2007,241,1,764978,CO60,2024HC,85,-204,J,88,0,-591,-54,-30,-23,91,90,88,89,J,0,46,74,55,55,30,-95,-69,-67,-29,55,-40
HOLFRAM007261003925,ILL EBA,2013,241,1,768565,IM53,2024HC,78,-100,J,82,0,-123,-26,-9,-7,87,86,82,86,J,0,49,74,54,54,-19,-11,-59,-57,-34,54,-25
HOLNLDM000422460082,HET BROEK OVATION,2006,241,1,978265,CO60,2024HC,89,-212,E,95,119,-912,-29,-53,-28,96,96,95,96,E,0,51,76,59,59,-96,-233,92,89,102,59,-10
HOLUSAM003215426006,PEAK HANDSEL,2020,241,1,942614,CO60,2024HC,68,236,G,74,0,1298,109,51,63,81,80,74,74,G,0,47,72,50,50,69,218,117,113,53,50,64
HOLNLDM000543647597,BROEKS BUTTERFLY,2010,241,1,940468,CO60,2024HC,92,-142,E,97,226,-635,-9,-11,-24,98,98,97,98,E,0,56,78,63,63,5,-40,-11,-11,-5,63,-6
HOLUSAM003245812080,AOT SHINEHORN,2021,241,1,942800,CO60,2024HC,67,295,G,73,0,1383,76,45,68,81,79,73,74,G,0,47,72,50,50,3,181,84,81,40,50,44
HOLNLDM000872395747,DE BIESHEUVEL JOSHUA,2016,241,1,941798,CO60,2024HC,88,154,E,95,77,13,23,22,7,96,96,95,96,E,5,57,78,62,62,-70,27,50,49,24,62,26
HOLNLDM000942139549,WEINTERPER ZODIAC,2020,241,1,942419,CO60,2024HC,76,149,G,81,0,134,54,38,12,86,85,81,79,G,0,50,74,53,53,115,180,-17,-16,-29,53,12
HOLNLDM000543701901,DELTA EXCEPTION,2009,241,1,940145,CO60,2024HC,92,-92,E,97,174,-961,-35,-38,-50,97,97,97,97,E,0,59,78,62,62,-99,-202,46,45,56,62,-10
HOLNLDM000582504572,DELTA FOCUS,2011,241,1,940695,CO60,2024HC,90,-4,E,96,131,-89,39,3,-6,97,97,96,97,E,0,54,77,61,61,-22,49,30,29,11,61,19
HOLNLDM000922313806,DE VRENDT BLANCO P,2013,241,1,941251,CO60,2024HC,92,-64,E,97,200,427,-3,-3,34,98,98,97,98,E,4,59,78,63,63,-5,-57,77,75,70,63,7
HOLNLDM000493717391,LOWLANDS TIESTO,2009,241,1,940178,CO60,2024HC,89,-168,E,95,135,-899,-44,-41,-42,96,96,95,96,E,0,55,77,61,61,-148,-237,66,64,76,61,-10
HOLNLDM000533851708,HEUVEL VERTONGEN,2010,241,1,36840,KI36,2024HC,95,-225,E,99,656,59,-28,0,0,99,99,99,99,E,0,51,77,62,62,62,-6,-52,-50,-35,62,-17
HOLFRAM007261004422,EBA TENDER,2022,241,1,785129,IM53,2024HC,70,172,G,76,0,618,81,24,23,83,82,76,76,G,0,47,72,50,50,105,225,-11,-11,-31,50,20
HOLNLDM000642172631,DELTA REVISOR P,2016,241,1,941905,CO60,2024HC,95,100,E,99,1016,-88,35,23,12,99,99,99,99,E,3,51,77,62,62,94,154,-46,-45,-58,62,12
HOLNLDM000443684153,DELTA MADRIGAL,2006,241,1,977746,CO60,2024HC,89,-240,E,95,107,10,7,-13,-20,96,96,95,96,E,0,54,77,61,61,69,-63,47,46,38,61,9
HOLGBRM000000660453,GLAMOUR CARLO,2013,241,1,767861,IM90,2024HC,92,-1,E,98,306,-665,23,-27,-20,98,98,98,98,E,0,50,76,60,60,-75,-62,64,62,58,60,6
HOLNLDM000483177833,DE SCHOTHORST KIAN 2,2007,241,1,82480,,2024HC,80,-223,D,89,43,-1099,-74,-47,-52,91,90,89,91,D,19,71,82,65,65,-127,-225,-24,-23,1,65,-25
HOLNLDM000763606749,SUPERIOR,2013,241,1,768389,IM74,2024HC,77,35,G,83,0,884,31,21,36,88,87,83,81,G,0,51,74,54,54,65,63,55,53,30,54,25
HOLNLDM000363774862,HIMSTER HUNTELAAR,2005,241,1,39391,KI39,2024HC,90,-249,E,96,155,-813,-2,-33,-42,97,97,96,97,E,0,53,77,61,61,-71,-119,44,43,46,61,-2
HOLNLDM000763003919,DELTA SPARTACUS,2014,241,1,941347,CO60,2024HC,90,-2,E,96,125,1320,11,35,75,97,97,96,97,E,0,55,77,61,61,23,6,118,114,83,61,35
HOLNLDM000693937005,RUUD JOYSTICK,2010,241,1,940382,CO60,2024HC,90,-84,E,96,132,-134,-8,-6,-1,97,96,96,96,E,0,54,77,61,61,-30,-103,79,77,66,61,13
